BANC,FAFB,MCNS
720575941643487570,720575940632919379,101375
720575941525708388,720575940632433000,101486
720575941545908404,720575940632452909,101760
720575941545955252,720575940623100906,101924
720575941437713119,720575940630893330,542471
720575941438066495,720575940630935803,91259
720575941610344678,720575940630941714,92098
720575941610395878,720575940639037006,100300
720575941610425190,720575940626149680,100358
720575941545969084,720575940626161922,89756
720575941546801288,720575940626210844,89846
720575941546975668,720575940626240514,89895
720575941547216244,720575940625929872,90463
720575941543457285,720575940625958444,540083
720575941544369852,720575940623164307,540496
720575941514099705,720575940614397334,102141
720575941547765025,720575940644397092,102173
720575941548003389,720575940644497943,525083
720575941548240244,720575940622945041,525540
720575941439695963,720575940623746282,138710
720575941440343899,720575940644526024,150070
720575941602114294,720575940623571383,150981
720575941606242413,720575940623189130,151299
720575941443134378,720575940623189272,152131
720575941516342163,720575940623271914,104397
720575941550170623,720575940623272268,526535
720575941550193663,720575940623289162,102500
720575941550666814,720575940623324630,102633
720575941447874229,720575940640522840,102644
720575941448021941,720575940632454957,102732
720575941684727791,720575940632509552,103232
720575941602022134,720575940632534988,33721
720575941686637068,720575940632547143,34574
720575941686850572,720575940639532240,34787
720575941552108571,720575940639564870,35042
720575941652423441,720575940639610019,35065
720575941448809550,720575940639761011,137591
720575941448830645,720575940623681672,137895
720575941596542620,720575940625968228,89610
720575941596558492,720575940625974572,103737
720575941598852905,720575940646792739,103975
720575941512480977,720575940646798883,104006
720575941512631884,720575940647087412,138358
720575941513183811,720575940626018748,138370
720575941513762371,720575940623714765,136082
720575941513835985,720575940623725803,136148
720575941453612339,720575940623728522,136184
720575941456981232,720575940623927559,136385
720575941457113247,720575940638601030,136562
720575941593978663,720575940638648639,136961
720575941594625393,720575940638894406,137099
720575941594726021,720575940638894911,137323
720575941594818437,720575940625185319,104103
720575941457727135,720575940625891623,553417
720575941552404737,720575940625896718,135648
720575941552481415,720575940625405005,152957
720575941553075610,720575940612963094,153604
720575941553210522,720575940612660520,135758
720575941553244673,720575940623950077,85430
720575941553770323,720575940631894238,522927
720575941558029583,720575940631668072,524496
720575941559064947,720575940624168455,543062
720575941506887809,720575940632213924,543208
720575941508706398,720575940632216290,543257
720575941509234130,720575940632300345,87942
720575941509238226,720575940632328403,88047
720575941554177875,720575940632359566,88298
720575941554277092,720575940623597704,103399
720575941555046884,720575940623618999,103427
720575941555689380,720575940623674893,135204
720575941509261522,720575940645145891,135393
720575941509288658,720575940623417525,544446
720575941459209427,720575940623502119,83908
720575941459799748,720575940623520041,104556
720575941459838404,720575940623892777,104634
720575941459977171,720575940623987244,104660
720575941630340844,720575940631368259,104750
720575941631236000,720575940631110475,104968
720575941593354789,720575940609062665,84089
720575941593385253,720575940650521209,35471
720575941460720784,720575940651671542,552491
720575941556562980,720575940613305640,552633
720575941462441997,720575940613342873,553144
720575941591918443,720575940612906904,82351
720575941592986070,720575940612945686,82627
720575941629490658,720575940625460494,520448
720575941561519528,720575940625504601,520495
720575941502707650,720575940623794154,105623
720575941504319653,720575940623828924,105663
720575941504360613,720575940624142316,83342
720575941504931749,720575940624164791,543962
720575941494305735,720575940631813391,543977
720575941497760481,720575940631408203,134326
720575941498800865,720575940631501123,134641
720575941498818273,720575940631502137,134695
720575941501670891,720575940624207031,134880
720575941562886656,720575940624241092,134890
720575941563079680,720575940624313068,135036
720575941563087360,720575940624359974,106092
720575941639319583,720575940623986439,106312
720575941660862520,720575940624411796,80550
720575941661589628,720575940624430094,81876
720575941493181310,720575940613718824,37402
720575941493457534,720575940613751658,38089
720575941588843063,720575940613804083,38211
720575941589460734,720575940613876718,39041
720575941589777804,720575940624823700,39493
720575941589788300,720575940624565006,39903
720575941469194871,720575940624620779,133089
720575941469414007,720575940636011127,153985
720575941469494391,720575940625641418,154808
720575941668013745,720575940625109432,154928
720575941668207025,720575940625171533,132792
720575941631476128,720575940624785422,132892
720575941489441742,720575940624796990,133071
720575941567843828,720575940625210130,133085
720575941568014836,720575940625233552,107766
720575941568434290,720575940625270798,515568
720575941569219954,720575940625339324,517574
720575941570681758,720575940624846823,518688
720575941564974434,720575940631762233,518978
720575941567020334,720575940631548714,545225
720575941567771506,720575940631560504,545352
720575941491477680,720575940631567687,545600
720575941475882270,720575940624658184,545960
720575941475934238,720575940624677048,79765
720575941580440441,720575940624718862,105727
720575941582765407,720575940624379317,105894
720575941584118111,720575940613415922,77851
720575941470243083,720575940613422033,78719
720575941470647104,720575940613471205,78753
720575941471482176,720575940613492502,107092
720575941584562654,720575940613499857,107488
720575941471862368,720575940613645487,107517
720575941472101472,720575940624439015,107592
720575941472966698,720575940624097535,107693
720575941484540045,720575940624101709,107738
720575941484553538,720575940639449909,134057
720575941484783245,720575940624913848,131421
720575941637231221,720575940613288499,131743
720575941637303413,720575940613292595,131850
720575941637307253,720575940635615156,132075
720575941572743581,720575940635894158,132676
720575941485113154,720575940635913840,75515
720575941485136781,720575940635926008,75528
720575941486118918,720575940635981167,76083
720575941486286221,720575940635994872,516709
720575941584349406,720575940624961328,516789
720575941476935018,720575940647123076,76795
720575941477248106,720575940631601227,77387
720575941477396801,720575940631630476,77641
720575941478637792,720575940636419502,77793
720575941576984409,720575940617111227,41714
720575941578491993,720575940617162779,42778
720575941573573897,720575940634942143,43162
720575941482420221,720575940634202480,43914
720575941484498317,720575940634206576,130384
720575941479886816,720575940634215836,130779
720575941574069903,720575940634320097,44796
720575941576663897,720575940629942492,73636
720575941666273267,720575940629974978,108364
720575941666911987,720575940629575921,514110
720575941480027587,720575940629622263,514131
720575941480830906,720575940629632615,74524
720575941481200326,720575940630025175,74801
720575941481392326,720575940617185403,131362
720575941530607589,720575940617198265,158154
720575941530675429,720575940616544139,129067
720575941429229304,720575940616505174,129303
720575941429342345,720575940616471126,129393
720575941686958710,720575940655641505,129693
720575941624149403,720575940635220148,130160
720575941429759480,720575940635223397,75477
720575941533163498,720575940661243777,128397
720575941624346506,720575940655819937,515008
720575941701441498,720575940616493115,109017
720575941721499194,720575940616525073,109112
720575941400183075,720575940616582027,109178
720575941351188272,720575940634890095,109194
720575941415353116,720575940634893534,546195
720575941574686134,720575940616929595,130236
720575941575413352,720575940616976657,128927
720575941572888585,720575940610070596,129043
720575941573430173,720575940610367812,155729
720575941578029905,720575940609341141,155748
720575941578311249,720575940660737921,157390
720575941484536386,720575940601672201,551054
720575941484882950,720575940624742548,44755
720575941637248629,720575940624752316,109257
720575941486691280,720575940624822771,109282
720575941571656264,720575940639304563,109394
720575941475760193,720575940639396003,109442
720575941475761457,720575940613292798,109488
720575941579905913,720575940636492151,109510
720575941668214449,720575940639471413,109779
720575941470120459,720575940631622712,109803
720575941587883332,720575940631872569,45600
720575941472906538,720575940624483410,45961
720575941489972430,720575940631758562,46282
720575941568007982,720575940625523545,128045
720575941568043122,720575940625571405,128154
720575941493659006,720575940625148967,128280
720575941468396509,720575940624804861,48325
720575941469140599,720575940625204226,48658
720575941589288446,720575940631443308,48940
720575941495399552,720575940624377096,49146
720575941563874914,720575940623970231,49477
720575941497142857,720575940624380652,127295
720575941497286985,720575940624388756,127305
720575941499514274,720575940624404005,71430
720575941562831784,720575940624412820,71481
720575941464971350,720575940624434616,71590
720575941591661931,720575940613889587,72850
720575941591857771,720575940613896829,109902
720575941465596438,720575940624041451,110257
720575941561010477,720575940609068227,110279
720575941561507240,720575940613312423,110346
720575941504484261,720575940613323262,69634
720575941505110551,720575940612893359,69678
720575941558481646,720575940623853821,69768
720575941558585359,720575940631749903,69899
720575941506735745,720575940632122947,70096
720575941508618512,720575940632280903,70137
720575941508727056,720575940623596435,70603
720575941593647653,720575940623624840,110549
720575941593901681,720575940623499814,512812
720575941594106407,720575940623854077,71169
720575941509969874,720575940623866153,127622
720575941651708689,720575940638806591,127667
720575941453230899,720575940625823376,158377
720575941513977849,720575940612947887,158899
720575941550688830,720575940613036525,159726
720575941599341609,720575940632068623,47736
720575941514239331,720575940631703341,111021
720575941439141439,720575940631729548,111031
720575941439853503,720575940639505240,111166
720575941548740413,720575940639766131,111295
720575941517392556,720575940626302138,111668
720575941519323575,720575940626381356,69157
720575941436518674,720575940646797347,161268
720575941524928333,720575940647036804,161734
720575941644189560,720575940612669849,126204
720575941538533874,720575940625989907,126238
720575941618719871,720575940623731396,126317
720575941532332517,720575940644608036,126872
720575941533337322,720575940623202634,50060
720575941536428008,720575940623207608,69450
720575941537366165,720575940623248010,125711
720575941538479821,720575940640516571,68431
720575941536395496,720575940623126762,548856
720575941391410582,720575940623153961,549017
720575941610171053,720575940636017527,111679
720575941611356892,720575940636024183,111690
720575941595835249,720575940631256338,111909
720575941570816414,720575940626220588,112050
720575941572249851,720575940625961516,112202
720575941525890329,720575940614269607,112327
720575941525502797,720575940614276002,112637
720575941529353675,720575940622936811,214987
720575941473191210,720575940622638691,110718
720575941470002240,720575940623022889,110853
720575941474098491,720575940631829644,111009
720575941476810858,720575940626506329,244511
720575941431148814,720575940626560220,245032
720575941429234680,720575940626251909,67453
720575941701263578,720575940626397778,68153
720575941489828814,720575940626435459,550790
720575941573564169,720575940626441561,550942
720575941438341343,720575940612751513,550976
720575941409746603,720575940612773338,551013
720575941514536195,720575940632416398,551021
720575941472954666,720575940614024866,551039
720575941393173910,720575940614224126,162794
